"SKU","Produto","Quantidade Vendida","Primeiro Nome","Sobrenome","Loja","Preco Unitario",""
"HL4379","Televisão","2","Elena","Barreto","Goiás","2500",""
"HL1918","iPhone","5","Mariane","Racy","Recife","5300",""
"HL1918","iPhone","3","Gustavo","Gomes","Recife","5300",""
"HL4379","Televisão","3","Laura","Araujo","Rio de Janeiro","2500",""
"HL1918","iPhone","5","Matheus","Silva","Recife","5300",""
"HL7348","SmartWatch","5","Glenda","Santos","São Paulo","1400",""
"HL1918","iPhone","3","Patrick","Silva","Fortaleza","5300",""
"HL8851","Notebook","1","Breno","Caputo","Rio de Janeiro","3500",""
"HL7348","SmartWatch","2","Pedro","Ferrari","São Paulo","1400",""
"HL1918","iPhone","3","Fernanda","Coutinho","Rio de Janeiro","5300",""
"HL1918","iPhone","3","Matheus","Ramos","Salvador","5300",""
"HL4379","Televisão","4","Lucas","Villanova","Salvador","2500",""
"HL1918","iPhone","3","Lucas","Machado","Fortaleza","5300",""
"HL7348","SmartWatch","1","Luíza","Garcia","Salvador","1400",""
"HL8851","Notebook","3","Cassio","Faria","São Paulo","3500",""
"HL9962","Android","4","Gustavo","Gomes","Rio de Janeiro","3400",""
"HL1148","Câmera","1","Clara","Silveira","Fortaleza","2100",""
"HL1918","iPhone","5","Andressa","Nóbrega","São Paulo","5300",""
"HL8851","Notebook","3","Marina","Marins","Goiás","3500",""
"HL4379","Televisão","2","Marina","Delgado","São Paulo","2500",""
"HL1918","iPhone","5","Luiz","Campista","Goiás","5300",""
"HL9962","Android","2","Gustavo","Accardo","Belo Horizonte","3400",""
"HL1148","Câmera","3","Tainah","Nogueira","Rio de Janeiro","2100",""
"HL2714","Tablet","1","Júlio","Freire","Fortaleza","1600",""
"HL9962","Android","1","Lucas","Almeida","São Paulo","3400",""
"HL1918","iPhone","3","Katharina","Barros","Salvador","5300",""
"HL7348","SmartWatch","3","Caio","Fernandes","Recife","1400",""
"HL4379","Televisão","2","Mônica","Rotolo","Porto Alegre","2500",""
"HL1918","iPhone","2","Nathalia","Ventura","Curitiba","5300",""
"HL1918","iPhone","2","Giulia","Lopes","Fortaleza","5300",""
"HL1918","iPhone","2","Pedro","Oliveira","Fortaleza","5300",""
"HL9962","Android","2","Renan","Ventura","Porto Alegre","3400",""
"HL1918","iPhone","2","Igor","Azevedo","São Paulo","5300",""
"HL1148","Câmera","3","Ana","Campos","São Paulo","2100",""
"HL1148","Câmera","3","João","Rodrigues","Porto Alegre","2100",""
"HL4379","Televisão","2","Beatriz","Rocha","Porto Alegre","2500",""
"HL1918","iPhone","3","Laís","Oliveira","Rio de Janeiro","5300",""
"HL1148","Câmera","1","Caroline","Cavalcanti","Recife","2100",""
"HL4379","Televisão","5","Lucas","Rodrigues","Curitiba","2500",""
"HL1918","iPhone","4","João","Pedrazza","Goiás","5300",""
"HL4379","Televisão","1","Luiza","Cavalcanti","Porto Alegre","2500",""
"HL1918","iPhone","1","Raphael","Guedes","São Paulo","5300",""
"HL8851","Notebook","3","Bianca","Allevato","Recife","3500",""
"HL1918","iPhone","2","Elena","Barreto","Fortaleza","5300",""
"HL1148","Câmera","1","Adriane","Chagas","Fortaleza","2100",""
"HL1918","iPhone","4","Priscila","Carvalho","Curitiba","5300",""
"HL4379","Televisão","1","Isabelle","Firmino","Rio de Janeiro","2500",""
"HL7348","SmartWatch","3","Helena","Chafin","Curitiba","1400",""
"HL9962","Android","4","Luiza","Marques","Fortaleza","3400",""
"HL2714","Tablet","2","Pedro","Ayres","São Paulo","1600",""
"HL8851","Notebook","2","Anna","Silva","Fortaleza","3500",""
"HL4379","Televisão","4","Livia","Corrêa","Salvador","2500",""
"HL4379","Televisão","3","Jonatas","Passos","Salvador","2500",""
"HL7348","SmartWatch","5","Daniel","Araujo","Rio de Janeiro","1400",""
"HL7348","SmartWatch","3","Carlos","Assis","Rio de Janeiro","1400",""
"HL7348","SmartWatch","4","Breno","Caputo","Belo Horizonte","1400",""
"HL7348","SmartWatch","2","Anna","Maia","Curitiba","1400",""
"HL1918","iPhone","4","Gustavo","Aragão","São Paulo","5300",""
"HL1148","Câmera","4","Deysiane","Medronho","Goiás","2100",""
"HL4379","Televisão","1","Erick","Soares","São Paulo","2500",""
"HL8851","Notebook","3","Wendela","Mariz","São Paulo","3500",""
"HL9962","Android","3","Leticia","Mesquita","São Paulo","3400",""
"HL2714","Tablet","2","Bianca","Procaci","Fortaleza","1600",""
"HL7348","SmartWatch","2","Clara","Bruno","Fortaleza","1400",""
"HL1918","iPhone","4","Ruan","Lopes","São Paulo","5300",""
"HL7348","SmartWatch","1","Jorge","Fonseca","Fortaleza","1400",""
"HL1918","iPhone","4","Wilson","Miranda","Rio de Janeiro","5300",""
"HL7348","SmartWatch","3","Eduardo","Nunes","Porto Alegre","1400",""
"HL1148","Câmera","4","Victor","Gomes","Recife","2100",""
"HL8851","Notebook","2","Victor","Lira","Recife","3500",""
"HL4379","Televisão","1","Wen","Santos","Curitiba","2500",""
"HL1918","iPhone","2","João","Costa","Fortaleza","5300",""
"HL1918","iPhone","5","Deysiane","Medronho","São Paulo","5300",""
"HL7348","SmartWatch","1","Norman","Jimbo","Belo Horizonte","1400",""
"HL4379","Televisão","1","Bernard","Pedrosa","São Paulo","2500",""
"HL7348","SmartWatch","5","João","Costa","Rio de Janeiro","1400",""
"HL1918","iPhone","1","Camilla","Vieira","Fortaleza","5300",""
"HL7348","SmartWatch","2","Guilherme","Jordao","Fortaleza","1400",""
"HL4379","Televisão","5","Raíssa","Oliveira","Fortaleza","2500",""
"HL1918","iPhone","1","Raphael","Rezende","Salvador","5300",""
"HL8851","Notebook","3","Yasmim","Bittencourt","Belo Horizonte","3500",""
"HL1918","iPhone","5","Kimberly","Sad","Goiás","5300",""
"HL4379","Televisão","2","Gabriel","Assis","Salvador","2500",""
"HL4379","Televisão","3","Carlos","Portela","Curitiba","2500",""
"HL1918","iPhone","3","Victor","Gomes","Recife","5300",""
"HL1918","iPhone","2","Joao","Silva","Fortaleza","5300",""
"HL4379","Televisão","2","Fernanda","Rubim","São Paulo","2500",""
"HL4379","Televisão","4","Desirée","Heimlich","São Paulo","2500",""
"HL8851","Notebook","1","Mateus","Polastri","Fortaleza","3500",""
"HL8851","Notebook","2","Carolina","Abrahão","Rio de Janeiro","3500",""
"HL4379","Televisão","3","Débora","Lopes","Rio de Janeiro","2500",""
"HL2714","Tablet","5","Lucas","Chagas","Recife","1600",""
"HL1918","iPhone","4","Marina","Miranda","São Paulo","5300",""
"HL2714","Tablet","3","Matheus","Gomes","Porto Alegre","1600",""
"HL2714","Tablet","2","Leticia","Mesquita","Fortaleza","1600",""
"HL7348","SmartWatch","4","Amanda","Roberto","Porto Alegre","1400",""
"HL1918","iPhone","1","Arthur","Fernandes","Goiás","5300",""
"HL7348","SmartWatch","4","Gabriel","Thoni","Salvador","1400",""
"HL4379","Televisão","5","Matheus","Souza","Porto Alegre","2500",""
"HL7348","SmartWatch","1","Isabel","Leite","Goiás","1400",""
"HL9962","Android","2","Tayla","Lima","Rio de Janeiro","3400",""
"HL1918","iPhone","5","Gabriel","Puntel","Rio de Janeiro","5300",""
"HL8851","Notebook","1","Carlos","Araujo","Recife","3500",""
"HL9962","Android","4","Livia","Cozendey","São Paulo","3400",""
"HL1148","Câmera","3","Danilo","Alves","Rio de Janeiro","2100",""
"HL1148","Câmera","3","Bianca","Allevato","Recife","2100",""
"HL2714","Tablet","5","Juan","Fernandes","Goiás","1600",""
"HL9962","Android","4","João","Ribeiro","Goiás","3400",""
"HL1148","Câmera","2","Luis","Garcia","Recife","2100",""
"HL1918","iPhone","3","Matheus","Silva","Salvador","5300",""
"HL4379","Televisão","5","Carolina","Rocha","Rio de Janeiro","2500",""
"HL8851","Notebook","5","Rafael","Portela","São Paulo","3500",""
"HL4379","Televisão","4","Camila","Sobral","Rio de Janeiro","2500",""
"HL1148","Câmera","1","Gabriel","Thome","Salvador","2100",""
"HL2714","Tablet","3","José","Marques","São Paulo","1600",""
"HL1918","iPhone","5","Gabriela","Mello","Salvador","5300",""
"HL1918","iPhone","3","Gabriel","Thoni","São Paulo","5300",""
"HL1918","iPhone","3","Raísa","Rodrigues","São Paulo","5300",""
"HL1918","iPhone","2","Julia","Silva","Recife","5300",""
"HL1918","iPhone","5","Gabriel","Rubim","Curitiba","5300",""
"HL1918","iPhone","2","Beatriz","Rodrigues","Rio de Janeiro","5300",""
"HL8851","Notebook","4","Hércules","Moreira","Goiás","3500",""
"HL4379","Televisão","1","Ruan","Lopes","São Paulo","2500",""
"HL9962","Android","4","Norman","Jimbo","São Paulo","3400",""
"HL9962","Android","1","João","Bach","Fortaleza","3400",""
"HL1148","Câmera","5","Gustavo","Aragão","Fortaleza","2100",""
"HL7348","SmartWatch","4","Thomaz","Ferreira","São Paulo","1400",""
"HL1918","iPhone","3","Tadeu","Nakayama","Porto Alegre","5300",""
"HL1148","Câmera","2","Gustavo","Azevedo","São Paulo","2100",""
"HL4379","Televisão","4","João","Castilho","São Paulo","2500",""
"HL1918","iPhone","4","Pedro","Cardoso","Fortaleza","5300",""
"HL8851","Notebook","5","Andreza","Ramos","Belo Horizonte","3500",""
"HL9962","Android","4","Ives","Teixeira","São Paulo","3400",""
"HL8851","Notebook","5","Carolina","Abrahão","São Paulo","3500",""
"HL1148","Câmera","1","Marcos","Nucci","Rio de Janeiro","2100",""
"HL7348","SmartWatch","3","Luiza","Cabral","Belo Horizonte","1400",""
"HL7348","SmartWatch","3","Júlio","Freire","Curitiba","1400",""
"HL1918","iPhone","5","Maria","Gasperi","Rio de Janeiro","5300",""
"HL1918","iPhone","2","Anna","Silva","São Paulo","5300",""
"HL2714","Tablet","5","Giovanna","Santos","Porto Alegre","1600",""
"HL8851","Notebook","1","Jonas","Gomes","Salvador","3500",""
"HL4379","Televisão","4","Clara","Silveira","Recife","2500",""
"HL4379","Televisão","1","Pedro","Xavier","São Paulo","2500",""
"HL7348","SmartWatch","2","Cícero","Lima","Curitiba","1400",""
"HL1918","iPhone","1","Júlio","Fraga","Fortaleza","5300",""
"HL1918","iPhone","2","Ana","Soledade","Salvador","5300",""
"HL9962","Android","1","Victor","Ferreira","Goiás","3400",""
"HL1918","iPhone","1","Priscila","Vogel","Porto Alegre","5300",""
"HL9962","Android","3","Michelle","Miura","Salvador","3400",""
"HL1918","iPhone","5","Caio","Caldas","Salvador","5300",""
"HL4379","Televisão","2","Julia","Teixeira","Salvador","2500",""
"HL7348","SmartWatch","5","Gabrielle","Costa","Rio de Janeiro","1400",""
"HL8851","Notebook","4","Dandara","Reis","Rio de Janeiro","3500",""
"HL1918","iPhone","3","Rubens","Netto","Rio de Janeiro","5300",""
"HL1918","iPhone","5","Marina","Miranda","Belo Horizonte","5300",""
"HL1148","Câmera","2","Matheus","Gomes","São Paulo","2100",""
"HL9962","Android","3","Camilla","Cardeman","São Paulo","3400",""
"HL8851","Notebook","5","João","Matheus","Salvador","3500",""
"HL1918","iPhone","5","Matheus","Silva","São Paulo","5300",""
"HL1918","iPhone","3","Caio","Cardoso","Rio de Janeiro","5300",""
"HL9962","Android","5","Douglas","Rodrigues","Belo Horizonte","3400",""
"HL9962","Android","2","Silvio","Fahrnholz","Goiás","3400",""
"HL2714","Tablet","1","Vitor","Arruda","Fortaleza","1600",""
"HL1918","iPhone","1","Silvio","Fahrnholz","Salvador","5300",""
"HL1918","iPhone","5","Pedro","Oliveira","Belo Horizonte","5300",""
"HL9962","Android","5","Larissa","Jesus","Goiás","3400",""
"HL2714","Tablet","4","Fabio","Ramos","Recife","1600",""
"HL7348","SmartWatch","3","Rachel","Silva","São Paulo","1400",""
"HL8851","Notebook","5","Luiz","Conceição","Recife","3500",""
"HL1918","iPhone","4","Juliana","Guimarães","São Paulo","5300",""
"HL1148","Câmera","4","Ulisses","Quinto","Fortaleza","2100",""
"HL1918","iPhone","4","Kimberly","Sad","Curitiba","5300",""
"HL1918","iPhone","5","Daniel","Monteiro","Recife","5300",""
"HL2714","Tablet","1","Pedro","Ronfini","Porto Alegre","1600",""
"HL1918","iPhone","2","Milena","Alcoforado","Salvador","5300",""
"HL1918","iPhone","3","Guilherme","Vianna","Curitiba","5300",""
"HL8851","Notebook","2","Beatriz","Cavalcanti","Fortaleza","3500",""
"HL1918","iPhone","4","Pedro","Dalforne","Porto Alegre","5300",""
"HL9962","Android","4","Ana","Soledade","Recife","3400",""
"HL2714","Tablet","1","Henrique","Oliveira","Goiás","1600",""
"HL1148","Câmera","2","Milena","Pereira","Rio de Janeiro","2100",""
"HL7348","SmartWatch","3","Camila","Bastazini","São Paulo","1400",""
"HL4379","Televisão","3","Bruno","Mota","Porto Alegre","2500",""
"HL1918","iPhone","2","Julia","Leig","Rio de Janeiro","5300",""
"HL8851","Notebook","1","Mariane","Ferreira","Fortaleza","3500",""
"HL2714","Tablet","2","Caio","Ferreira","Belo Horizonte","1600",""
"HL1148","Câmera","3","Caio","Moraes","Porto Alegre","2100",""
"HL4379","Televisão","2","Pedro","Dalforne","Rio de Janeiro","2500",""
"HL1918","iPhone","5","Marina","Perdomo","Salvador","5300",""
"HL1918","iPhone","1","Jonatas","Passos","Curitiba","5300",""
"HL1148","Câmera","1","Daniel","Cardoso","Salvador","2100",""
"HL7348","SmartWatch","3","Lucas","Lima","São Paulo","1400",""
"HL1918","iPhone","1","Fernanda","Bhering","Salvador","5300",""
"HL1918","iPhone","3","João","Peçanha","Curitiba","5300",""
"HL7348","SmartWatch","2","Adriana","Passos","São Paulo","1400",""
"HL1148","Câmera","3","José","Jesus","Goiás","2100",""
"HL1918","iPhone","3","Pedro","Santana","Salvador","5300",""
"HL2714","Tablet","2","Carolina","Silva","Rio de Janeiro","1600",""
"HL4379","Televisão","2","Ives","Teixeira","Rio de Janeiro","2500",""
"HL1918","iPhone","4","Ana","Fioretti","Salvador","5300",""
"HL1918","iPhone","1","Pedro","Oliveira","São Paulo","5300",""
"HL1918","iPhone","5","Sthefeson","Pereira","Recife","5300",""
"HL1918","iPhone","3","Gustavo","Gomes","Curitiba","5300",""
"HL2714","Tablet","1","Rodrigo","Feijo","Recife","1600",""
"HL1918","iPhone","4","Eduardo","Ferreira","Rio de Janeiro","5300",""
"HL8851","Notebook","2","Breno","Costa","Recife","3500",""
"HL8851","Notebook","4","Raul","Silveira","Belo Horizonte","3500",""
"HL2714","Tablet","4","Luiza","Ribeiro","Belo Horizonte","1600",""
"HL4379","Televisão","3","Lucas","Rodrigues","Rio de Janeiro","2500",""
"HL1918","iPhone","3","Isabella","Rodrigues","Goiás","5300",""
"HL1918","iPhone","1","Pedro","Bitencourt","Recife","5300",""
"HL1918","iPhone","4","Raíssa","Oros","Salvador","5300",""
"HL4379","Televisão","4","Danilo","Alves","Salvador","2500",""
"HL7348","SmartWatch","1","Eduardo","Silva","São Paulo","1400",""
"HL2714","Tablet","1","Lorena","Carvalho","Fortaleza","1600",""
"HL1918","iPhone","4","Jônatas","Castro","Belo Horizonte","5300",""
"HL8851","Notebook","2","Breno","Caputo","Rio de Janeiro","3500",""
"HL7348","SmartWatch","1","Luis","Souza","São Paulo","1400",""
"HL1918","iPhone","4","Jonatas","Passos","São Paulo","5300",""
"HL1918","iPhone","3","Carolina","Motta","Porto Alegre","5300",""
"HL9962","Android","1","Diego","Marchesi","São Paulo","3400",""
"HL1148","Câmera","3","Gabriel","Pereira","Goiás","2100",""
"HL1918","iPhone","3","Carlos","Cardoso","Rio de Janeiro","5300",""
"HL4379","Televisão","1","Matheus","Afonso","Fortaleza","2500",""
"HL2714","Tablet","5","Joao","Pereira","São Paulo","1600",""
"HL8851","Notebook","1","Mariana","Freire","São Paulo","3500",""
"HL8851","Notebook","4","Beatriz","Silva","São Paulo","3500",""
"HL1918","iPhone","4","Breno","Farias","São Paulo","5300",""
"HL1918","iPhone","1","Carlos","Galvão","São Paulo","5300",""
"HL8851","Notebook","1","Camila","Sobral","Belo Horizonte","3500",""
"HL4379","Televisão","2","Lucas","Valim","Porto Alegre","2500",""
"HL7348","SmartWatch","2","Giselia","Thiele","São Paulo","1400",""
"HL9962","Android","5","Dandara","Reis","Rio de Janeiro","3400",""
"HL4379","Televisão","3","Daniel","Sousa","São Paulo","2500",""
"HL4379","Televisão","1","Thayna","Martins","Curitiba","2500",""
"HL4379","Televisão","3","João","Castilho","Curitiba","2500",""
"HL4379","Televisão","4","Willian","Albino","Salvador","2500",""
"HL1918","iPhone","1","Vanessa","Neves","Fortaleza","5300",""
"HL4379","Televisão","2","Tiago","Pereira","Curitiba","2500",""
"HL4379","Televisão","2","Isabela","Chagas","Belo Horizonte","2500",""
"HL9962","Android","5","Rojane","Lima","Fortaleza","3400",""
"HL1148","Câmera","2","Fillipe","Almeida","Goiás","2100",""
"HL4379","Televisão","4","Raul","Junqueira","Curitiba","2500",""
"HL1918","iPhone","3","Ana","Júnior","Porto Alegre","5300",""
"HL4379","Televisão","4","Breno","Quinto","Fortaleza","2500",""
"HL2714","Tablet","1","Matheus","Silva","Fortaleza","1600",""
"HL1918","iPhone","1","Isaac","Santos","Fortaleza","5300",""
"HL1918","iPhone","3","Caroline","Pinto","Rio de Janeiro","5300",""
"HL7348","SmartWatch","1","Sandy","Moreira","Goiás","1400",""
"HL9962","Android","3","Marina","Marins","Rio de Janeiro","3400",""
"HL1918","iPhone","1","Juliana","Barreira","Rio de Janeiro","5300",""
"HL4379","Televisão","3","Pedro","Lyra","Rio de Janeiro","2500",""
"HL1148","Câmera","4","Ana","Bôas","Salvador","2100",""
"HL9962","Android","2","Mariana","Miranda","Porto Alegre","3400",""
"HL1918","iPhone","4","Fernanda","Silva","São Paulo","5300",""
"HL2714","Tablet","1","Fillipe","Almeida","Goiás","1600",""
"HL1918","iPhone","3","Carlos","Souza","Curitiba","5300",""
"HL1918","iPhone","3","Beatriz","Biase","Rio de Janeiro","5300",""
"HL7348","SmartWatch","3","Luiza","Cavalcanti","Curitiba","1400",""
"HL1918","iPhone","1","Arthur","Pereira","Belo Horizonte","5300",""
"HL4379","Televisão","5","Fabio","Sepúlveda","Salvador","2500",""
"HL9962","Android","3","Jéssica","Stefanelli","Belo Horizonte","3400",""
"HL4379","Televisão","4","Izabel","Miura","Porto Alegre","2500",""
"HL1918","iPhone","4","Luiz","Conceição","Rio de Janeiro","5300",""
"HL1918","iPhone","2","Bernardo","Borges","Recife","5300",""
"HL4379","Televisão","1","Eduardo","Ferreira","Fortaleza","2500",""
"HL1918","iPhone","5","Matheus","Gomes","São Paulo","5300",""
"HL9962","Android","2","Karine","Barros","São Paulo","3400",""
"HL7348","SmartWatch","5","Glenda","Santos","Curitiba","1400",""
"HL8851","Notebook","4","Juliana","Goes","Curitiba","3500",""
"HL2714","Tablet","4","Tadeu","Nakayama","Fortaleza","1600",""
"HL8851","Notebook","4","Pedro","Oliveira","São Paulo","3500",""
"HL9962","Android","5","Rafaela","Gomes","São Paulo","3400",""
"HL4379","Televisão","3","Lorena","Carvalho","Fortaleza","2500",""
"HL7348","SmartWatch","5","Lívia","Tanaka","São Paulo","1400",""
"HL1918","iPhone","1","Raissa","Sales","Rio de Janeiro","5300",""
"HL2714","Tablet","2","Carolina","Bernardes","Belo Horizonte","1600",""
"HL2714","Tablet","4","Jessica","Ferreira","Salvador","1600",""
"HL1918","iPhone","4","Bruno","Temporal","Porto Alegre","5300",""
"HL2714","Tablet","5","Thiago","Costa","Salvador","1600",""
"HL8851","Notebook","3","Milena","Pereira","Porto Alegre","3500",""
"HL1918","iPhone","1","Deysiane","Bach","Recife","5300",""
"HL1148","Câmera","4","Guilherme","Assis","Porto Alegre","2100",""
"HL1918","iPhone","3","João","Fonseca","Porto Alegre","5300",""
"HL4379","Televisão","4","Lucas","Assunção","São Paulo","2500",""
"HL1918","iPhone","4","Norman","Jimbo","Recife","5300",""
"HL4379","Televisão","4","William","Mendonça","Salvador","2500",""
"HL4379","Televisão","1","Maria","Gasperi","Salvador","2500",""
"HL8851","Notebook","5","Ana","Campos","Curitiba","3500",""
"HL9962","Android","1","Gabrielle","Viríssimo","Recife","3400",""
